"Txn Hash","Blockno","UnixTimestamp","Date Time (UTC)","Action","Amount (Out)","Token (Out)","Amount (In)","Token (In)","Swapped Rate","Swapped Pair","DEX"
"0x027d946858e7ff304d5e64135f01f56e2233e8298ba42ee6b4a8a1ce67ba15df","16644003",1676583215,2023-02-16 21:33:35,Sell,301418.853756493, DOPE, 0.112284704767723, ETH,0.00000037,ETH per DOPE,Uniswap V2
"0xdf442f8889cbc81edf62dfeb292b9b0cf3129f3ee803a11870ba47942f4dc54a","16644004",1676583227,2023-02-16 21:33:47,Buy,0.2, ETH, 530927.835209252, DOPE,0.00000038,ETH per DOPE,Uniswap V2
"0xba2de09e7d8349575bbf08455284f3b90600441ac87831e85fdf104b3bff2018","16644004",1676583227,2023-02-16 21:33:47,Sell,359268, DOPE, 0.135048041496895, ETH,0.00000038,ETH per DOPE,Uniswap V2
"0xdd5cbbe81e18d7b40fe884afb431b78b898bfdb4ff9fe382ac170dbecac4d7f7","16644004",1676583227,2023-02-16 21:33:47,Sell,271195.645988448, DOPE, 0.100519223375877, ETH,0.00000037,ETH per DOPE,Uniswap V2
"0x28f14a9f3f8c1c52d7d5a6e96708903b56768ae23b4dd7aa3b8d805ca73b17ff","16644004",1676583227,2023-02-16 21:33:47,Sell,183670.599247317, DOPE, 0.06739518076917, ETH,0.00000037,ETH per DOPE,Uniswap V2
"0x3297d83b8e0a022c6ba84ff81b8695429df1b640fded87cbcb814c9d9322cff5","16644004",1676583227,2023-02-16 21:33:47,Buy,0.193, ETH, 518942.567609138, DOPE,0.00000037,ETH per DOPE,Uniswap V2
"0x09088a3f198199c611d2351759ebcb0affe1d27bf967f1dfa5e1f4762daf9888","16644005",1676583239,2023-02-16 21:33:59,Sell,359268, DOPE, 0.13329246071912, ETH,0.00000037,ETH per DOPE,Uniswap V2
"0x5784b8a563c427059673694a697239add5d053e00cf690362d22eac50a14c95a","16644005",1676583239,2023-02-16 21:33:59,Buy,0.05, ETH, 134631.349760246, DOPE,0.00000037,ETH per DOPE,Uniswap V2
"0x81c8bc3a9b4b5b8b9408b3b08d1307e9981af384d049a817a4233c4d1f6bfb47","16644005",1676583239,2023-02-16 21:33:59,Buy,0.297571341964158, ETH, 784920.801829611, DOPE,0.00000038,ETH per DOPE,Uniswap V2
"0xf6fc0ba4b1bc26195f9f7f69dacf9fd3fa502305efdacb0f71f80c5fce60a82f","16644005",1676583239,2023-02-16 21:33:59,Sell,343024.906198766, DOPE, 0.130556632461612, ETH,0.00000038,ETH per DOPE,Uniswap V2
"0x16f7d823eb0d319efee1976f87e4a94f4bd995ec86ffa599886c21b03dfd4115","16644005",1676583239,2023-02-16 21:33:59,Sell,888860.864517131, DOPE, 0.329155136212904, ETH,0.00000037,ETH per DOPE,Uniswap V2
"0x2eaae665cbc098e606fe8851fa55b299ef14bd8f78824d1ba23589e5269d0095","16644005",1676583239,2023-02-16 21:33:59,Buy,0.208407865016664, ETH, 563503.384788637, DOPE,0.00000037,ETH per DOPE,Uniswap V2
"0xc2ed7c36dba4459db1bb05e983729ab9e3243013cdcb95492a31461343b217de","16644006",1676583251,2023-02-16 21:34:11,Sell,359268, DOPE, 0.132680971481099, ETH,0.00000037,ETH per DOPE,Uniswap V2
"0xeda5bcc812e4bb4086ac6c72de8daead1e9bc4175d01c03d69058f33fb8562a8","16644006",1676583251,2023-02-16 21:34:11,Sell,177837.66, DOPE, 0.0649013656474046, ETH,0.00000036,ETH per DOPE,Uniswap V2
"0xf59f3841f908abd3c05b5323ebb874907203bbe10e9e44673c6058d5622b1fb9","16644006",1676583251,2023-02-16 21:34:11,Sell,483391.822438463, DOPE, 0.173877386918624, ETH,0.00000036,ETH per DOPE,Uniswap V2
"0xf59f3841f908abd3c05b5323ebb874907203bbe10e9e44673c6058d5622b1fb9","16644006",1676583251,2023-02-16 21:34:11,Sell,345359.56, DOPE, 0.12200474939552, ETH,0.00000035,ETH per DOPE,Uniswap V2
"0xce9110a0a78a57df492765eb3dd9244f672d6dfb3e4de1cee3fcc9d84f023f6a","16644006",1676583251,2023-02-16 21:34:11,Buy,0.05, ETH, 141312.040703387, DOPE,0.00000035,ETH per DOPE,Uniswap V2
"0xd42480fe2b8048bf4816f99e0606b3420f990848088454dc359afe42ae853ba9","16644006",1676583251,2023-02-16 21:34:11,Buy,0.1, ETH, 280049.413347523, DOPE,0.00000036,ETH per DOPE,Uniswap V2
"0xd583cb76814c4e29504d1b51570761e0d7c706d7bf1c925e314d4d0ea59e2f34","16644007",1676583263,2023-02-16 21:34:23,Sell,107780.4, DOPE, 0.0383999184998318, ETH,0.00000036,ETH per DOPE,Uniswap V2
"0xc4ea2411205758828bcefa26d30b281613762111e9ee85816b7a7f0ad8eefbb0","16644007",1676583263,2023-02-16 21:34:23,Sell,359268, DOPE, 0.126712746111546, ETH,0.00000035,ETH per DOPE,Uniswap V2
"0x5f1e892a753e10e29022881a269998d1a9eecd278fd324dca91eb8ea0dbba0ee","16644007",1676583263,2023-02-16 21:34:23,Buy,0.15, ETH, 422168.057424351, DOPE,0.00000036,ETH per DOPE,Uniswap V2
"0x2d8b7eea98d3e7438660d8e22ab0703054eb5c00f211b4e81f7d9c6a4019875c","16644007",1676583263,2023-02-16 21:34:23,Sell,359268, DOPE, 0.127065189090366, ETH,0.00000035,ETH per DOPE,Uniswap V2
"0x87204f15243e560cbc4ef83d196650fb083ffe0ac4829e111f2e1f918fcf2677","16644007",1676583263,2023-02-16 21:34:23,Sell,344154.854654191, DOPE, 0.119886348042226, ETH,0.00000035,ETH per DOPE,Uniswap V2
"0x4414afaac6c5a7d0dd6edda18c9401b646c3fd659b6328e593250ba1b35e2535","16644007",1676583263,2023-02-16 21:34:23,Sell,359259.446, DOPE, 0.123277294230573, ETH,0.00000034,ETH per DOPE,Uniswap V2
"0xbb9219f4f9067254546f2e55f6c38eea7373abca3b077c52395207c93f3aa759","16644007",1676583263,2023-02-16 21:34:23,Sell,158777.71, DOPE, 0.0538852942964524, ETH,0.00000034,ETH per DOPE,Uniswap V2
"0x07e2cecb4641f62199e22d485ef8142a8747f75a8f04423b6338b69b310332ca","16644008",1676583275,2023-02-16 21:34:35,Buy,0.15, ETH, 436741.011190015, DOPE,0.00000034,ETH per DOPE,Uniswap V2
"0xdde7c507016740398eb4752accdff7fa31da790acd82f3a0f7357f80d356c2c9","16644008",1676583275,2023-02-16 21:34:35,Sell,265154.89, DOPE, 0.0908573850189328, ETH,0.00000034,ETH per DOPE,Uniswap V2
"0xe37d01b9ddae187310785c5ba2adf8c6a67ca97a87d1c1945765ec6a00b36372","16644008",1676583275,2023-02-16 21:34:35,Sell,177837.66, DOPE, 0.0603656186050674, ETH,0.00000034,ETH per DOPE,Uniswap V2
"0x0b16ff56c026d216e72a5bc619c70c7f98d5b766794903651337d313de4914f4","16644009",1676583287,2023-02-16 21:34:47,Sell,331895.2, DOPE, 0.111452184272262, ETH,0.00000034,ETH per DOPE,Uniswap V2
"0x1b70b75029a36765ebf6c564e99e6b93be340624fc76afb4c584a321b25425fa","16644009",1676583287,2023-02-16 21:34:47,Sell,145600, DOPE, 0.0484035258467104, ETH,0.00000033,ETH per DOPE,Uniswap V2
"0x4ea7e7d22faa0ee421f400d70220d65a7111cb6baad65e3018b2c007c159a3bb","16644010",1676583299,2023-02-16 21:34:59,Sell,255768.9225, DOPE, 0.0843169160170842, ETH,0.00000033,ETH per DOPE,Uniswap V2
"0x80ba21aa26f99f2375ab931b40f2ce68a830af4b54d4f8f787106838d10a57b7","16644010",1676583299,2023-02-16 21:34:59,Buy,0.0594720954030735, ETH, 179609.99954561, DOPE,0.00000033,ETH per DOPE,Uniswap V2
"0x1e6d57bbc7817e6111ac69ce1b3a992c5313883ca118f3e15da8d7bb9f1fe21e","16644011",1676583311,2023-02-16 21:35:11,Sell,60920.395038817, DOPE, 0.0201011144531406, ETH,0.00000033,ETH per DOPE,Uniswap V2
"0xe55b838326661e5cac08aca6d3bcaa1cb7f992e345147acda009b2e81e6891a8","16644011",1676583311,2023-02-16 21:35:11,Sell,319184.895510941, DOPE, 0.104486863773527, ETH,0.00000033,ETH per DOPE,Uniswap V2
"0xdc8f84ea6235452f3f3de55b9b81b842a48d89c611251350cb88110df2ef65f0","16644011",1676583311,2023-02-16 21:35:11,Buy,0.5, ETH, 1481303.42579471, DOPE,0.00000034,ETH per DOPE,Uniswap V2
"0x2a0532e2aa1ec476ee825a460de729298dd49aad7234f33ef1573719d616522e","16644012",1676583323,2023-02-16 21:35:23,Buy,0.15, ETH, 426717.790104362, DOPE,0.00000035,ETH per DOPE,Uniswap V2
"0x4f6092839e8eb63df1828b4e94a2bce16bdf463ef0ac856b4639d455f66864c2","16644012",1676583323,2023-02-16 21:35:23,Sell,513798.416030192, DOPE, 0.179204596772503, ETH,0.00000035,ETH per DOPE,Uniswap V2
"0x4f6092839e8eb63df1828b4e94a2bce16bdf463ef0ac856b4639d455f66864c2","16644012",1676583323,2023-02-16 21:35:23,Sell,347309.69, DOPE, 0.118921846459768, ETH,0.00000034,ETH per DOPE,Uniswap V2
"0xb4a8d96296cfea544fb534681d824d488e54b77f227ea43b506ffed4e136eefc","16644012",1676583323,2023-02-16 21:35:23,Buy,0.730113999273436, ETH, 2042625.76047555, DOPE,0.00000036,ETH per DOPE,Uniswap V2
"0x398b06a7482682a6aa2463e92608ccf78fdeb68ec5a33b969bcf07bb1b7e4afc","16644012",1676583323,2023-02-16 21:35:23,Buy,0.1, ETH, 266014.702509873, DOPE,0.00000038,ETH per DOPE,Uniswap V2
"0x0dcafb9cc9eea18877697cdd7c5f8ff2dd9368c8f1c3dd0df440f845c5ff76fe","16644012",1676583323,2023-02-16 21:35:23,Sell,340638.636426545, DOPE, 0.127079983322708, ETH,0.00000037,ETH per DOPE,Uniswap V2
"0xecb15afc178f53d9d2583d4a818f759a2920b1763611af97dbc41df1a3729eb3","16644012",1676583323,2023-02-16 21:35:23,Sell,357029.4, DOPE, 0.131154195510974, ETH,0.00000037,ETH per DOPE,Uniswap V2
"0xbae523ea853164fe80928f28b3805fe1384baaab1824ae417367b226ca7b1653","16644012",1676583323,2023-02-16 21:35:23,Sell,335848.168528769, DOPE, 0.121509774458938, ETH,0.00000036,ETH per DOPE,Uniswap V2
"0x4da874c5c40131461872bfc731b000e22814202afc1ba848cf3453a3e3b82f73","16644012",1676583323,2023-02-16 21:35:23,Sell,1045526.84206568, DOPE, 0.367142833370731, ETH,0.00000035,ETH per DOPE,Uniswap V2
"0xafd0c06cbb04256d928c37983913f110e74005707ae901f51325c6a802ee2df0","16644012",1676583323,2023-02-16 21:35:23,Sell,365101.950460965, DOPE, 0.124380241109406, ETH,0.00000034,ETH per DOPE,Uniswap V2
"0x50abde7d8e1369388ce9229205c633d1114f6c234c22b3a9a02c7865580cd93e","16644013",1676583335,2023-02-16 21:35:35,Sell,344989.19, DOPE, 0.115776191999487, ETH,0.00000034,ETH per DOPE,Uniswap V2
"0x2f2176f5898012bb22c4f52b64a18085989789b70e6ebbf19ca25af512f56f68","16644013",1676583335,2023-02-16 21:35:35,Sell,458913, DOPE, 0.151434403928118, ETH,0.00000033,ETH per DOPE,Uniswap V2
"0x2cded4074f79adafeac66d01b9816488ab54b368d2649d1a473ccf58bf35fedd","16644013",1676583335,2023-02-16 21:35:35,Sell,359268, DOPE, 0.116550707152211, ETH,0.00000032,ETH per DOPE,Uniswap V2
"0x7f854b9f74cfcd644b00c7ee91d17e444562695ac0f611151bc93b0e335c71a5","16644013",1676583335,2023-02-16 21:35:35,Sell,488749.298179141, DOPE, 0.155809172801683, ETH,0.00000032,ETH per DOPE,Uniswap V2
"0x7f854b9f74cfcd644b00c7ee91d17e444562695ac0f611151bc93b0e335c71a5","16644013",1676583335,2023-02-16 21:35:35,Sell,910000, DOPE, 0.281968421683919, ETH,0.00000031,ETH per DOPE,Uniswap V2
"0xfcf08dc5777eb31fb2b2c57584d1afe48eec67ef6a285b3eabdf99edfda13b8e","16644014",1676583347,2023-02-16 21:35:47,Sell,323341.2, DOPE, 0.097726592126415, ETH,0.00000030,ETH per DOPE,Uniswap V2
"0x4046442c42cfb88088166085d18d40147ca39cc5e5e4d70017bc099cab20d560","16644014",1676583347,2023-02-16 21:35:47,Sell,323341.2, DOPE, 0.0964761543960096, ETH,0.00000030,ETH per DOPE,Uniswap V2
"0x4fcda9d384537e192c47021df35028cf30bc8a6658440008690e792b8babe167","16644014",1676583347,2023-02-16 21:35:47,Buy,0.5, ETH, 1622558.12843816, DOPE,0.00000031,ETH per DOPE,Uniswap V2
"0x4834f7166c1f12f8957a885ecc78f85398316f10c754286925b9a888e47bca81","16644014",1676583347,2023-02-16 21:35:47,Sell,61271.442513371, DOPE, 0.0193691247946794, ETH,0.00000032,ETH per DOPE,Uniswap V2
"0x24f8d5519127b62b4a8e906b8015a7a1e87a6cf7917cb2c30fac3d8ec03e3ec7","16644014",1676583347,2023-02-16 21:35:47,Sell,326089.4, DOPE, 0.102274305912422, ETH,0.00000031,ETH per DOPE,Uniswap V2
"0x41b512d313f6008c963fbbad5ec44d9be4924a1c7e9cf3fe6dd0c19bf276120d","16644014",1676583347,2023-02-16 21:35:47,Sell,316309.012255044, DOPE, 0.0979224131081798, ETH,0.00000031,ETH per DOPE,Uniswap V2
"0xab3a3cb0a1bdbd61328f3b086da9496762024d9826196f5d281f97c9caf04bf3","16644014",1676583347,2023-02-16 21:35:47,Buy,0.29743168530248, ETH, 942853.888374934, DOPE,0.00000032,ETH per DOPE,Uniswap V2
"0x2a40ccde4f204e25e1292f31fb2df63790ccac053825aa66730480bd66c39094","16644015",1676583359,2023-02-16 21:35:59,Sell,350191.66, DOPE, 0.111147402867924, ETH,0.00000032,ETH per DOPE,Uniswap V2
"0x7751b9d71bfaba5e9b885f459d96f69886f4fd35043583cd92ed208f6cc91f68","16644015",1676583359,2023-02-16 21:35:59,Buy,0.22, ETH, 684264.670762591, DOPE,0.00000032,ETH per DOPE,Uniswap V2
"0x31998d17c2e74705fcac3be0288976dec2cba0d8ed93200a49f76f3d94e50296","16644015",1676583359,2023-02-16 21:35:59,Sell,357466.947713513, DOPE, 0.115016856444299, ETH,0.00000032,ETH per DOPE,Uniswap V2
"0x2c8adc8c6d4462b030da6c3c6e2a9a3a375ba9956ffafccc9e1ac68d43fb58ae","16644015",1676583359,2023-02-16 21:35:59,Sell,910000, DOPE, 0.285321470990543, ETH,0.00000031,ETH per DOPE,Uniswap V2
"0x7045c925393826390df8ef8fdaf773a25cc8405a6baa0b227f307fa2abe440d5","16644016",1676583371,2023-02-16 21:36:11,Buy,0.1, ETH, 320868.578709952, DOPE,0.00000031,ETH per DOPE,Uniswap V2
"0x494d21c9f22427832759c0df3a3a6ed4463f5a24a68d48db85d634afaf3e8113","16644016",1676583371,2023-02-16 21:36:11,Sell,551087.952706566, DOPE, 0.169939088064723, ETH,0.00000031,ETH per DOPE,Uniswap V2
"0x494d21c9f22427832759c0df3a3a6ed4463f5a24a68d48db85d634afaf3e8113","16644016",1676583371,2023-02-16 21:36:11,Sell,326059.959440086, DOPE, 0.098789101155316, ETH,0.00000030,ETH per DOPE,Uniswap V2
"0x6f2f52565e706db8be9f9aff3e53676ec1ec9cb7e65faf7507b2712306fa6333","16644016",1676583371,2023-02-16 21:36:11,Sell,115163.23, DOPE, 0.0345858619220717, ETH,0.00000030,ETH per DOPE,Uniswap V2
"0x070f61392715f66f7691b2aa4328a50c199c9a39d017b30501c0889c5b4e6d31","16644017",1676583383,2023-02-16 21:36:23,Sell,287807.52, DOPE, 0.0857467952300335, ETH,0.00000030,ETH per DOPE,Uniswap V2
"0x9b5b81c0693839ce959cc7f5d49471195f8b1f3d7d39f6f38da701b4f09eaa91","16644017",1676583383,2023-02-16 21:36:23,Sell,359268, DOPE, 0.105678663542855, ETH,0.00000029,ETH per DOPE,Uniswap V2
"0x6156b9499539a359c21b47f818b810438953705b09f5b13f700497e56cac7570","16644017",1676583383,2023-02-16 21:36:23,Buy,0.607410638825718, ETH, 1986514.29676646, DOPE,0.00000031,ETH per DOPE,Uniswap V2
"0x1d0670c29298906c7e31c1bd875245fbe6e583cc058dfa13ffc32b2eb6c1a4f9","16644017",1676583383,2023-02-16 21:36:23,Buy,0.1, ETH, 312240.251591766, DOPE,0.00000032,ETH per DOPE,Uniswap V2
"0x4775fb094d750a04e7343e82f5a4bf3a1668ff8d1fdf532dbde677099a72a61b","16644017",1676583383,2023-02-16 21:36:23,Buy,0.25, ETH, 763420.544405341, DOPE,0.00000033,ETH per DOPE,Uniswap V2
"0xc7e320c3712530a48f8b5facdbd00dad1d190df75abf51b971e85de4bfe04724","16644017",1676583383,2023-02-16 21:36:23,Buy,0.5, ETH, 1457019.03031354, DOPE,0.00000034,ETH per DOPE,Uniswap V2
"0x3078a0a9430b4f1136af73210cf434d06b32cce4b3f19c4c14a42f60017836ae","16644017",1676583383,2023-02-16 21:36:23,Buy,0.6, ETH, 1635259.05226694, DOPE,0.00000037,ETH per DOPE,Uniswap V2
"0x03c2576e3024254badf8923dfdd6df92c4ae7fdeeec2483fa9881d057e33d9ef","16644017",1676583383,2023-02-16 21:36:23,Buy,0.6, ETH, 1523726.04475734, DOPE,0.00000039,ETH per DOPE,Uniswap V2
"0xff5ad926bb31077296528056833c5173e4d28249f5a52ce96a869d1e02a458e7","16644017",1676583383,2023-02-16 21:36:23,Sell,524447.637887525, DOPE, 0.209993186174742, ETH,0.00000040,ETH per DOPE,Uniswap V2
"0xff5ad926bb31077296528056833c5173e4d28249f5a52ce96a869d1e02a458e7","16644017",1676583383,2023-02-16 21:36:23,Sell,1699264.32548454, DOPE, 0.647205291808963, ETH,0.00000038,ETH per DOPE,Uniswap V2
"0x3112d7c5e75e385856c0c3e82dcca264bcc9444ead3815759edc9f49be60bf70","16644017",1676583383,2023-02-16 21:36:23,Sell,166082.735, DOPE, 0.0606729011454586, ETH,0.00000037,ETH per DOPE,Uniswap V2
"0x35518087db99e9ebee0e8ffa27522fd3ede44a6f2b5d2a48abaed6271a820476","16644017",1676583383,2023-02-16 21:36:23,Sell,316498, DOPE, 0.114410917366408, ETH,0.00000036,ETH per DOPE,Uniswap V2
"0x8a283b5cdddd67c6e2de9b6231a0b7fdc5779f8a481b63b23f209f0e3493dfce","16644017",1676583383,2023-02-16 21:36:23,Sell,359268, DOPE, 0.127980685880177, ETH,0.00000036,ETH per DOPE,Uniswap V2
"0xa500dafea1d3c0c297ec7671aec49d50f5b0ecdaef9590028f4eb59971b41209","16644018",1676583395,2023-02-16 21:36:35,Sell,166083.379888209, DOPE, 0.058495463327732, ETH,0.00000035,ETH per DOPE,Uniswap V2
"0x1cfbeefda6380a6b7d36b59742edfdf11bc1e0849513e5d44419f4a81d5cff8d","16644018",1676583395,2023-02-16 21:36:35,Sell,738722.007922232, DOPE, 0.255210352597078, ETH,0.00000035,ETH per DOPE,Uniswap V2
"0x082b767056578af651cc3e85d204c4e2ca39aa02cce47d81d392675e25817f11","16644018",1676583395,2023-02-16 21:36:35,Sell,359268, DOPE, 0.121257873817516, ETH,0.00000034,ETH per DOPE,Uniswap V2
"0x3d27a8085b3732780354e66629dfec9b5ad81e88db47bc64daa1feaad4bc5f85","16644018",1676583395,2023-02-16 21:36:35,Sell,159106.787818282, DOPE, 0.053118362467344, ETH,0.00000033,ETH per DOPE,Uniswap V2
"0xdb2b70a6f30bb20ef3b03b1a52a1ec5e74028c08618dc39e40fc5904a3b90ce6","16644018",1676583395,2023-02-16 21:36:35,Sell,462634.629666058, DOPE, 0.15246509511677, ETH,0.00000033,ETH per DOPE,Uniswap V2
"0x85df922d50bc6d70fc9818d0a03f33edfbf1c52e095095af1a3159533f42a710","16644018",1676583395,2023-02-16 21:36:35,Sell,91000, DOPE, 0.0296462957782201, ETH,0.00000033,ETH per DOPE,Uniswap V2
"0x4c6196c20c979dfb23895b0f93b5d2b86bb61f856e112e888662c89e8b528933","16644019",1676583407,2023-02-16 21:36:47,Buy,0.1, ETH, 303767.094541298, DOPE,0.00000033,ETH per DOPE,Uniswap V2
"0x3150fd433b5b0c4c3364d178a78ee82abb38c5335e1aeaf259f35a6b005decc2","16644019",1676583407,2023-02-16 21:36:47,Buy,0.1, ETH, 299965.280769825, DOPE,0.00000033,ETH per DOPE,Uniswap V2
"0x3f507aa2efcb7a4c43ab317210d42df82f057eb210d7648426416444bf2f92ab","16644019",1676583407,2023-02-16 21:36:47,Buy,0.1, ETH, 296234.430709984, DOPE,0.00000034,ETH per DOPE,Uniswap V2
"0x7ff1bc72e130f4c75929e38ef8444454922c34670cf47747ea2e55cc1a15f768","16644019",1676583407,2023-02-16 21:36:47,Buy,0.1, ETH, 292572.78873276, DOPE,0.00000034,ETH per DOPE,Uniswap V2
"0x51857635fa83840d0192f9aaf6f4bd479351f743785f692ca119e62c83e152b9","16644019",1676583407,2023-02-16 21:36:47,Buy,0.1, ETH, 288978.653175674, DOPE,0.00000035,ETH per DOPE,Uniswap V2
"0x70b4e315a6e9278675a313b0fae4ba1048e9be03d2550f2ef6dffa24572c21a6","16644020",1676583419,2023-02-16 21:36:59,Buy,0.05, ETH, 143161.512596725, DOPE,0.00000035,ETH per DOPE,Uniswap V2
"0x690175e3c74797d9bc02f1d3bdb59c17567683df0082d77a390a21c010645107","16644020",1676583419,2023-02-16 21:36:59,Sell,502227.310254646, DOPE, 0.173035395003746, ETH,0.00000034,ETH per DOPE,Uniswap V2
"0x690175e3c74797d9bc02f1d3bdb59c17567683df0082d77a390a21c010645107","16644020",1676583419,2023-02-16 21:36:59,Sell,355675.32, DOPE, 0.120335240976054, ETH,0.00000034,ETH per DOPE,Uniswap V2
"0xe94456487402b9b5000517f929b68a203a2ff2d01f7ccb7e7af75c2a028f98fe","16644020",1676583419,2023-02-16 21:36:59,Buy,0.18, ETH, 526921.849625593, DOPE,0.00000034,ETH per DOPE,Uniswap V2
"0xd97ff5eb2833c7c79fe82f3eb0d01c1930369219e016f22d32bed04e77228784","16644020",1676583419,2023-02-16 21:36:59,Sell,182000, DOPE, 0.0622539461856551, ETH,0.00000034,ETH per DOPE,Uniswap V2
"0x98a5e14a4d5a3b53293d5c71d5e51778941e9e3a21ea51d00f5e7d39ec5b17ae","16644021",1676583431,2023-02-16 21:37:11,Sell,356701.8, DOPE, 0.120633322576917, ETH,0.00000034,ETH per DOPE,Uniswap V2
"0xe24383b4e24e33ba0aa8e9754b33a66e79e7c4c57dfc859491256a0efbd5f981","16644021",1676583431,2023-02-16 21:37:11,Sell,332639.277414725, DOPE, 0.110879981039749, ETH,0.00000033,ETH per DOPE,Uniswap V2
"0x8fc384f24578a7c61cef837752206dcdf71f4b5374eadd8fb178ea2691a05ad3","16644021",1676583431,2023-02-16 21:37:11,Buy,0.05, ETH, 149674.192649623, DOPE,0.00000033,ETH per DOPE,Uniswap V2
"0x3a870acf3061851b09deec586fd91bdec0b7682d6268dc0490add6afbd2a0be8","16644021",1676583431,2023-02-16 21:37:11,Buy,0.05, ETH, 148740.924015817, DOPE,0.00000034,ETH per DOPE,Uniswap V2
"0xc0d79558bc04cc875bce4ff1849e5000588a4ce944fd4b088568b97036cf8bde","16644021",1676583431,2023-02-16 21:37:11,Buy,0.297410913648705, ETH, 865946.698210798, DOPE,0.00000034,ETH per DOPE,Uniswap V2
"0xb0ebed0b99eac915b3d7783c01aee39bcd11446ddf8e08e8392d614f6151a080","16644021",1676583431,2023-02-16 21:37:11,Sell,1747921.2245174, DOPE, 0.585977026423015, ETH,0.00000034,ETH per DOPE,Uniswap V2
"0x1954b737e13520162c37ed73121ac74216f96a36e1f45ef4fd0f75e4d90c62b7","16644021",1676583431,2023-02-16 21:37:11,Buy,0.36, ETH, 1082602.53510563, DOPE,0.00000033,ETH per DOPE,Uniswap V2
"0xf2f0882073844d3e5f3c108ec7f1e8c155e7d1db61b1c42324c2aafd706e6314","16644022",1676583443,2023-02-16 21:37:23,Buy,0.1, ETH, 292181.466635134, DOPE,0.00000034,ETH per DOPE,Uniswap V2
"0xe5763197eb44fa041bd1a3392c52253df8a4eb1effdbb950d2f3b7e36908f633","16644022",1676583443,2023-02-16 21:37:23,Sell,355675.32, DOPE, 0.120844868271884, ETH,0.00000034,ETH per DOPE,Uniswap V2
"0xefb28f33ea101728adcbf01af30f3aea2d5fe6d1403f84f0eac1394d76dcaad3","16644023",1676583455,2023-02-16 21:37:35,Sell,177837.66, DOPE, 0.0597469066624032, ETH,0.00000034,ETH per DOPE,Uniswap V2
"0xc520aa13b6b725e9b412d6247714ea77dd2c345daa2e4143b874d0a4c398b4f4","16644024",1676583467,2023-02-16 21:37:47,Sell,489898.852272365, DOPE, 0.162311053058984, ETH,0.00000033,ETH per DOPE,Uniswap V2
"0xc520aa13b6b725e9b412d6247714ea77dd2c345daa2e4143b874d0a4c398b4f4","16644024",1676583467,2023-02-16 21:37:47,Sell,346162.878293316, DOPE, 0.112715508481472, ETH,0.00000033,ETH per DOPE,Uniswap V2
"0x87b4eb1ebcbf381c7a85fb794d8131609c7055323dfa770e5accd32af7b1279f","16644024",1676583467,2023-02-16 21:37:47,Sell,627652.399459198, DOPE, 0.200333148026149, ETH,0.00000032,ETH per DOPE,Uniswap V2
"0xc17181e74d50bde4d413c49552be2ea22b1f674457a2c371b13f207c009b8781","16644024",1676583467,2023-02-16 21:37:47,Buy,0.297371785361004, ETH, 920510.642903838, DOPE,0.00000032,ETH per DOPE,Uniswap V2
"0xc7eb3859011df6016868d19571cb826cbbf693c8da234fa7b99c45f4f4e92afe","16644025",1676583479,2023-02-16 21:37:59,Buy,0.2, ETH, 599922.957744359, DOPE,0.00000033,ETH per DOPE,Uniswap V2
"0x82d32acac0234a8788ee0e12a14c72948450b38b460878d2229a6da01ac559f8","16644025",1676583479,2023-02-16 21:37:59,Buy,0.2, ETH, 585168.246076546, DOPE,0.00000034,ETH per DOPE,Uniswap V2
"0x6e8465ce99ba802101f73d9287cad7dc130919e637c3b73fb2dbff231d808825","16644025",1676583479,2023-02-16 21:37:59,Buy,0.2, ETH, 570951.505205996, DOPE,0.00000035,ETH per DOPE,Uniswap V2
"0x1b2cac95931f71e9899af824c0baf460b34f9fa1aaceb4ffc2fcb89a70b9196b","16644025",1676583479,2023-02-16 21:37:59,Buy,0.2, ETH, 557246.889782842, DOPE,0.00000036,ETH per DOPE,Uniswap V2
"0x99384fa72dd2fa62dee23bb6b4dd66accbb6d36491328e95c0fc8eac72169c72","16644025",1676583479,2023-02-16 21:37:59,Sell,357466.947713513, DOPE, 0.128086725928328, ETH,0.00000036,ETH per DOPE,Uniswap V2
"0x4e9828eaad9edebfd394cb550c2de63849825762925ae3255ed4874403132f47","16644027",1676583503,2023-02-16 21:38:23,Buy,0.6, ETH, 1618765.37614476, DOPE,0.00000037,ETH per DOPE,Uniswap V2
"0x7ad0a28e66dda33129a89281b8a8a1dbd9c831af26fca0d8a9aa769946e4f251","16644027",1676583503,2023-02-16 21:38:23,Buy,0.1, ETH, 258826.41035107, DOPE,0.00000039,ETH per DOPE,Uniswap V2
"0x7b112c3428e521a49c5ef6f62ae0e312a2e35bcf4dcaba1aa7181fb074ff11e7","16644027",1676583503,2023-02-16 21:38:23,Sell,346690.113909201, DOPE, 0.1328885877493, ETH,0.00000038,ETH per DOPE,Uniswap V2
"0x7655eede647e71134e84a44002bbdadbf4581530a19de1732e758969aa637049","16644027",1676583503,2023-02-16 21:38:23,Sell,346690.113909201, DOPE, 0.130849310527166, ETH,0.00000038,ETH per DOPE,Uniswap V2
"0xed23ae5c3fbb68eefcbd394794fc55c9b3be9de2f1c1226ff1638a784e5dd13d","16644027",1676583503,2023-02-16 21:38:23,Sell,355675.32, DOPE, 0.132170188276795, ETH,0.00000037,ETH per DOPE,Uniswap V2
